estimate	p_values	FDR
del43_22q11.21	1169	0.0347339991524936	0.853073221582968
del10_4q35.2  	1183	0.0423438568344268	0.853073221582968
amp4_2q31.2  	1833	0.0819106935793067	0.853073221582968
del38_19p12   	1831	0.0839748246635756	0.853073221582968
del44_22q13.33	1237	0.086078352001215	0.853073221582968
del3_1q44    	1779	0.153861210868124	0.853073221582968
amp8_5q21.1  	1770	0.169516931460841	0.853073221582968
del45_xq28    	1302.5	0.181551497687359	0.853073221582968
amp26_19q13.12	1755	0.198227817147564	0.853073221582968
del21_11q11   	1740	0.230320176911952	0.853073221582968
amp7_5p15.33 	1738	0.234884683164427	0.853073221582968
del7_4p16.3  	1329	0.237181413525466	0.853073221582968
del28_15q15.1 	1723.5	0.269737985749632	0.853073221582968
amp6_4p16.3  	1343.5	0.272275284767703	0.853073221582968
del9_4q13.2  	1344	0.273542909007119	0.853073221582968
del19_10q23.31	1344.5	0.274820258008539	0.853073221582968
amp1_1p36.33 	1345	0.276098816583302	0.853073221582968
amp22_17q12   	1719	0.281253577503209	0.853073221582968
amp24_19p13.12	1713	0.297108800657869	0.853073221582968
amp21_15q26.3 	1358	0.31076782051847	0.853073221582968
del5_2q37.3  	1705	0.319141529485447	0.853073221582968
amp13_10q26.3 	1367	0.336385093601252	0.853073221582968
del36_18q23   	1368	0.33931293487993	0.853073221582968
del18_9q34.2  	1369	0.342257071711674	0.853073221582968
amp11_7q36.1  	1372	0.351186207644503	0.853073221582968
del22_12q24.32	1380	0.375713682041025	0.853073221582968
amp3_2q14.1  	1682	0.388361821959563	0.853073221582968
del33_17q11.2 	1680	0.394787184708656	0.853073221582968
amp16_12p12.1 	1679.5	0.396401635689315	0.853073221582968
amp25_19q12   	1673	0.417763570821842	0.853073221582968
del11_5q13.2  	1669.5	0.429539365032209	0.853073221582968
del41_19q13.43	1400	0.441509474196877	0.853073221582968
amp27_20q13.33	1663	0.451914735406964	0.853073221582968
del39_19q13.32	1403	0.451918304356224	0.853073221582968
del27_15q14   	1661	0.458930363790616	0.853073221582968
del6_3p12.1  	1660	0.462464469917268	0.853073221582968
del35_17q21.31	1659	0.466010132808037	0.853073221582968
amp2_1q21.3  	1657	0.47314653872792	0.853073221582968
amp19_14q11.2 	1654	0.483962977125642	0.853073221582968
amp20_14q11.2 	1654	0.483962977125642	0.853073221582968
del42_21q22.3 	1412.5	0.485777806734746	0.853073221582968
del23_13q14.2 	1650	0.498587685086553	0.854721745862663
del17_9p24.3  	1646	0.513450975914564	0.859731866647642
del12_6p21.33 	1634	0.559375207343551	0.901259649587556
amp17_12q12   	1633	0.563287280992222	0.901259649587556
del14_6q27    	1629	0.579078742838756	0.906384119225878
del34_17q21.31	1623	0.603150988837559	0.916909390037565
amp5_3q26.2  	1621	0.61127292669171	0.916909390037565
del32_17q11.1 	1455	0.652587338419801	0.92107489715684
amp14_11q13.5 	1610	0.656778291884546	0.92107489715684
del15_7p22.1  	1607.5	0.667311096045287	0.92107489715684
del40_19q13.42	1607	0.66942586092049	0.92107489715684
amp15_12p13.32	1602.5	0.688568882136034	0.92107489715684
del25_14q11.2 	1600	0.699292620165515	0.92107489715684
del20_11p15.5 	1467	0.703598879772586	0.92107489715684
del31_17p11.2 	1591	0.738381339691349	0.941467589881698
del24_13q34   	1587	0.755980783373432	0.941467589881698
amp10_6q16.3  	1481	0.764827067997663	0.941467589881698
del4_2p25.3  	1583.5	0.771480386153058	0.941467589881698
amp9_6p21.33 	1575	0.80950926035491	0.971411112425892
del8_4p16.1  	1499.5	0.847988188601864	0.987422552093716
del26_15q11.2 	1506	0.877664486554644	0.987422552093716
del29_16q11.2 	1560	0.877665444282267	0.987422552093716
amp18_13q34   	1559	0.882247519381189	0.987422552093716
del13_6q14.3  	1509	0.891423137306827	0.987422552093716
del30_16q24.2 	1514	0.914423969483101	0.9877521373347
del1_1p36.33 	1517.5	0.93056805007403	0.9877521373347
amp12_8q24.3  	1518	0.932877018593884	0.9877521373347
del37_19p13.3 	1539	0.974513838423585	0.997682685343706
del2_1p36.11 	1531.5	0.995365298805612	0.997682685343706
del16_8p23.1  	1531.5	0.995365381091528	0.997682685343706
amp23_17q24.2 	1534	0.997682685343706	0.997682685343706
